atributo,n_superhost,adr_mediano_superhost,n_host_comum,adr_mediano_host_comum,premio_pct,reviews_mediano_superhost,reviews_mediano_host_comum,rating_medio_superhost,rating_medio_host_comum
Superhost,434,534.0,557,598.75,-10.81,26.0,12.0,4.92,4.88
