airbnb_listing_id,ad_name,bairro,listing_type,number_of_bedrooms,number_of_bathrooms,number_of_guests,adr_mediano,adr_medio,n_diarias_observadas,number_of_reviews,star_rating,guest_satisfaction_overall,is_superhost,is_professional
1308748861818243743,Lindo Apto Meia Praia,Meia Praia,apartamento,2,3.0,5,,,,1,5.0,5,True,True
47078621,Melhor localização e preço com vista para o mar!,Não identificado,apartamento,2,2.0,7,,,,3,1.3300000429153442,1,False,False
716036257834809292,Apartamento Itapema - 2 Quartos,Não identificado,apartamento,2,1.0,6,,,,0,,0,False,False
1318274454490112599,Apartamento meia praia,Meia Praia,apartamento,2,2.0,6,,,,0,,0,False,False
994403341096621133,Acomodação C para 2 pessoas,Não identificado,casa,1,1.0,2,,,,5,5.0,5,False,False
549806805550927013,Apto 3 quartos/próximo shopping/80 m praia/wi fi,Não identificado,apartamento,3,2.0,6,,,,1,5.0,5,False,False
53151612,Apartamento completo a 60 m do mar,Não identificado,apartamento,2,1.0,6,,,,9,4.559999942779541,4,False,False
51959579,Amplo e Completo Apartamento em Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,8,5.0,5,False,False
1115435634327773140,Meia Praia com Piscina Privativa,Meia Praia,apartamento,4,5.0,11,,,,0,,0,False,False
1030478175785283980,"Marga
4 quartos
10 pessoas",Não identificado,apartamento,4,5.0,10,,,,1,5.0,5,True,False
959414535343481656,Conforto a 2 quadras do Mar em Meia Praia MM9040,Meia Praia,apartamento,2,2.0,4,,,,3,4.670000076293945,4,False,True
38319706,Apto Meia Praia 170 metros do mar…5 min a pé,Meia Praia,apartamento,3,2.0,7,590.0,571.2604163461539,208.0,40,5.0,5,False,False
1311500882675820182,Apto Meia Praia frente mar,Meia Praia,apartamento,4,3.0,8,,,,0,,0,False,False
39007372,Apartamento 3 suítes próximo ao mar. Meia praia,Meia Praia,apartamento,3,3.0,6,1100.0,1101.19203187251,251.0,9,5.0,5,False,False
1023389334658101005,Apartamento 3 suítes quadra do mar,Não identificado,apartamento,3,4.0,8,,,,4,5.0,5,False,False
1321984354394968630,Locação apartamento Itapema,Não identificado,apartamento,2,1.0,4,,,,0,,0,False,False
1049994013491721443,Seu lar na temporada em SC Meia Praia,Meia Praia,apartamento,3,4.0,10,,,,0,,0,False,False
38447436,"Pé na areia, com conforto!",Não identificado,apartamento,3,2.0,7,1127.0,1048.0977443609022,266.0,19,4.840000152587891,4,False,True
1237848486830587998,Lindo refúgio próximo do mar,Não identificado,apartamento,3,3.0,8,,,,9,4.889999866485596,4,False,True
44075219,Frente Mar 1ºandar - Suporte 24HS (moro no prédio),Não identificado,apartamento,3,3.0,8,1887.5,1900.03332,5.0,17,4.880000114440918,4,True,
1260034133844415711,Casa em Itapema/SC,Não identificado,casa,3,2.0,6,,,,2,5.0,5,False,False
833555693958083782,Chalé Nature -sítio,Não identificado,casa,1,1.0,3,,,,8,4.880000114440918,4,False,False
1224816621661733725,Apto completo em Meia Praia a 300 mts do mar,Meia Praia,apartamento,2,2.0,5,,,,1,4.0,4,False,False
1037603943717340020,Apartamento com 03 dormitórios!,Meia Praia,apartamento,3,2.0,6,,,,0,,0,False,False
1262950464625817477,"A 60 Metros MAR, Centro. Itapema",Centro,apartamento,1,2.0,5,,,,0,,0,False,False
1314129346848396866,"Apto luxo, 3 suítes, quadra mar",Não identificado,apartamento,3,3.0,6,,,,2,5.0,5,False,False
951500285874726128,apartamento rua 264. fica a 150 metros da praia.,Não identificado,apartamento,3,2.0,8,,,,2,5.0,5,False,False
45985027,Centro de Meia-Praia com ótima vista.,Centro,apartamento,3,3.0,8,,,,1,5.0,5,True,False
1050319937205410300,AP 2 Suítes  promoção  21  a 27/fev,Não identificado,apartamento,2,3.0,6,,,,5,4.599999904632568,4,False,True
1283582813995831992,"Marga Rizzon
2 quartos 
6 hósp.",Não identificado,apartamento,2,2.0,6,,,,2,4.5,4,True,False
1305943843384035211,3 Suítes amplas e confortáveis na Meia Praia.,Meia Praia,apartamento,3,3.0,7,,,,0,,0,False,False
1052135057955092005,Lindo apartamento aconchegante na quadra do mar,Não identificado,apartamento,3,2.0,8,,,,5,4.800000190734863,4,True,False
1011515351892447552,Rua 250  shopping Russi Russi,Não identificado,apartamento,3,2.0,8,,,,0,,0,True,False
1220498947080181196,Casa de Praia perto do Centro,Centro,casa,3,2.0,7,,,,0,,0,False,False
37109286,Centro itapema sc,Centro,outros,1,1.0,2,,,,0,,0,False,False
1056367666644991307,Apartamento em Itapema SC,Não identificado,apartamento,2,1.0,6,,,,8,4.880000114440918,4,False,False
1065466433141149820,Apto Grande 1 Qto  praia central,Não identificado,apartamento,1,1.0,4,,,,0,,0,False,False
1289104514358781087,"Casa da colina
Itapema SC",Não identificado,casa,5,3.0,15,,,,0,,0,False,False
50395648,"Apto para 6 pessoas, 3 suítes e garagens.",Não identificado,apartamento,3,1.0,6,,,,1,4.0,4,False,False
22191680,Apartamento a 50m do mar Meia Praia/Itapema,Meia Praia,apartamento,2,1.0,6,400.0,460.52884615384613,208.0,94,4.769999980926514,4,True,False
47031355,Apartamento apenas 22 metros do Mar,Meia Praia,apartamento,3,3.0,8,,,,5,4.599999904632568,4,False,False
1287641742874074839,Casa para locação de verão,Não identificado,casa,5,3.0,10,,,,0,,0,False,False
22374889,"apartamento,ampla,confortável, ótima localização",Meia Praia,apartamento,2,2.0,5,,,,334,4.829999923706055,4,False,False
41285546,"Quadra do mar - Meia Praia, Itapema",Meia Praia,apartamento,3,2.0,8,850.0,647.6923076923077,234.0,37,4.96999979019165,4,False,False
31682871,"Apto novo/mobiliado, 2 suítes, elevador-Itapema SC",Centro,apartamento,2,2.0,5,290.0,320.59999983333336,120.0,59,4.679999828338623,4,True,False
726285598642878609,"Apto familiar, alto padrão e perto da praia.",Não identificado,apartamento,3,3.0,8,,,,1,5.0,5,False,False
52172003,Apartamento 102-,Centro,apartamento,2,2.0,6,317.0,317.0,99.0,25,5.0,5,False,False
22243318,"Apto redecorado,150mts mar, coração de Meia-Praia.",Não identificado,apartamento,2,1.0,6,580.0,550.6666666666666,111.0,32,4.840000152587891,4,True,False
1309669918316280944,Apto 3 suítes MeiaPraia Itapema,Meia Praia,apartamento,3,3.0,8,,,,0,,0,False,False
1274814006875329246,Viva perto da praia com conforto,Não identificado,apartamento,3,2.0,6,,,,1,5.0,5,False,False
981894459445949979,"Apartamento 
Quadra Mar",Não identificado,apartamento,2,1.0,4,,,,0,,0,False,False
985062338754381715,Vista Mar ao lado Shopping Russi,Não identificado,apartamento,3,2.0,8,,,,1,5.0,5,False,True
1302878563652161367,Apartamento Meia Praia Itapema,Meia Praia,apartamento,2,2.0,4,,,,0,,0,False,False
1315412494959257515,Bem localizado,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
1101416269475235433,Vista al mar nuevo,Não identificado,apartamento,3,2.0,7,,,,7,4.710000038146973,4,False,False
769461318721075633,casa c/ piscina na meia praia,Meia Praia,casa,2,3.0,10,500.0,569.4444444444445,36.0,9,5.0,5,True,False
1285792216253194031,Natal Glúten Free em Itapema,Meia Praia,apartamento,2,2.0,8,,,,0,,0,False,False
1068273464594567255,Apartamento ótima localização,Meia Praia,apartamento,2,2.0,5,,,,2,5.0,5,False,False
1227440041647986685,"Frente mar 3 quartos, pé na areia.",Não identificado,apartamento,3,2.0,9,,,,1,5.0,5,False,True
1279069971631577452,MS1002B Luxo e Conforto na Praia,Não identificado,apartamento,4,4.0,8,,,,0,,0,False,False
1298119593659415664,duplex frente mar,Não identificado,apartamento,5,4.0,16,,,,0,,0,False,False
915332897455058900,Lindo apto beira mar em Meia Praia AMA204,Meia Praia,apartamento,3,3.0,6,928.0,1075.0036764705883,68.0,32,4.71999979019165,4,False,True
711032530664362412,Espaço inteiro a 7 min da praia,Não identificado,casa,1,1.0,2,149.0,171.9857142857143,35.0,13,5.0,5,True,False
1320637026365387734,Quarto em Apartamento perto da Praia,Não identificado,outros,1,1.0,3,,,,0,,0,False,False
1282165291618985724,Praia,Não identificado,outros,1,1.0,4,,,,0,,0,False,
771881587965840951,Apartamento em Itapema,Não identificado,apartamento,3,2.0,6,,,,5,4.599999904632568,4,False,False
1269042919844042025,Lar da Praia,Não identificado,apartamento,3,2.0,6,,,,3,5.0,5,False,False
1298568311925401424,Vista Espetacular! Frente mar em Itapema,Meia Praia,apartamento,3,2.0,7,,,,1,5.0,5,False,False
1289906058578499330,Ótimo apto para sua hospedagem!,Não identificado,apartamento,2,2.0,5,,,,0,,0,False,False
21695053,"3 suítes, 4 Ar Split, Wi-Fi privado na Meia Praia.",Meia Praia,apartamento,3,3.0,8,720.0,757.6960093896714,213.0,78,4.880000114440918,4,True,False
1021587725727377074,Apartamento Ilha de Sumatra,Não identificado,apartamento,3,3.0,8,,,,0,,0,False,
39050046,Apartamento de frente para o mar - Itapema S C,Não identificado,apartamento,3,2.0,7,,,,1,5.0,5,False,False
1307603230219075204,Apartamento Itapema,Não identificado,apartamento,2,3.0,4,,,,0,,0,False,
31702785,Casa para temporada em Itapema,Não identificado,casa,2,1.0,7,,,,0,,0,False,False
1056033191024087899,Casa aconchegante bem localizada,Não identificado,casa,4,5.0,12,,,,0,,0,False,False
1182188163181410725,Vista mar 2 quartos Manhattan,Não identificado,apartamento,2,1.0,5,850.0,934.5365853658536,82.0,12,4.920000076293945,4,True,False
754375397775403281,Apartamento completo a 300m de Meia Praia,Meia Praia,apartamento,3,2.0,6,890.0,838.5926076612902,248.0,8,5.0,5,False,False
47269826,"Quadra mar maravilhoso! 
10 andar.",Não identificado,apartamento,3,3.0,7,702.0,670.8520833333333,36.0,28,5.0,5,True,False
1072015156382793000,Curtir a praia e descansar,Não identificado,casa,1,1.0,4,,,,0,,0,False,False
47729401,Cobertura duplex vista para o mar,Não identificado,apartamento,4,3.0,7,,,,0,,0,False,False
39972515,Excelente localização! 250 m do mar. (Ar+ Wi-Fi),Meia Praia,apartamento,2,1.0,6,323.0,341.34066666666666,150.0,140,4.829999923706055,4,True,False
1036477378135768805,Casa bem localizada: 150mt praia,Não identificado,casa,3,2.0,8,,,,0,,0,False,
1292909799334927222,Grand Castelli 3 suítes 2 vagas,Não identificado,apartamento,1,1.0,8,,,,0,,0,False,False
39197724,NP01- 3 Quartos | Churrasqueira | Garagem,Meia Praia,apartamento,3,2.0,8,,,,50,4.900000095367432,4,True,True
1242114642313213767,"Aconchegante, bem localizado.",Centro,apartamento,2,1.0,4,,,,2,5.0,5,False,False
1284878849418731692,Apto Quadra do Mar em Meia Praia,Meia Praia,casa,2,2.0,4,,,,0,,0,False,
1012336445612155115,Apartamento 03 dormitórios com vista mar!,Meia Praia,apartamento,3,2.0,6,,,,0,,0,False,False
30711160,Aluguel Temporada em Itapema - Centro,Centro,apartamento,3,2.0,7,,,,1,5.0,5,False,False
1203075817950465589,Cobertura à Beira-Mar em Itapema- SC Ref. 1229,Centro,apartamento,3,2.0,6,1400.0,1411.3793103448277,87.0,0,,0,False,False
46298558,"Vista do Mar, a 180 mt da praia. Aconchegante Apt.",Não identificado,apartamento,2,2.0,4,490.0,588.592,125.0,6,5.0,5,False,False
47195870,Apto completo para acordar bem ao lado da praia!,Não identificado,apartamento,2,2.0,5,,,,0,,0,False,False
1268959934613271899,Apto em Meia Praia com 2 suítes,Meia Praia,apartamento,2,0.0,4,,,,0,,0,False,False
769616108652112172,"Apartamento a100 m do mar. Rua 224, n° 45",Meia Praia,apartamento,2,2.0,6,350.0,363.3333333333333,33.0,14,5.0,5,True,False
780872235421635957,Novo Lar 3 Perola do Atlântico,Meia Praia,apartamento,2,2.0,7,499.0,515.2386363636364,44.0,7,5.0,5,False,False
958573890829458760,Melhor localização em Itapema,Não identificado,apartamento,2,1.0,6,,,,1,5.0,5,False,False
41266951,502D Para amar! Ap  com vista mar,Não identificado,apartamento,3,3.0,9,,,,4,5.0,5,False,False
53722008,"Apartamento vista mar, zona 1, 50mts do calçadão.",Não identificado,apartamento,2,2.0,6,,,,2,5.0,5,False,False
1117463021543380307,Apartamento Bem Localizado,Não identificado,apartamento,2,2.0,4,,,,1,4.0,4,False,False
1100720037663116812,Apto 3 suítes próximo ao mar Itapema-SC VGA1002,Centro,apartamento,3,3.0,6,980.0,1099.7048387096775,155.0,15,4.869999885559082,4,False,True
1195858349379362032,Apartamento Alto Padrão Centro,Centro,apartamento,3,3.0,8,945.0,864.7156862745098,153.0,17,4.710000038146973,4,True,False
52772728,Apto para locação de temporada em Meia Praia - SC,Meia Praia,apartamento,3,3.0,6,,,,0,,0,False,False
766477433167060017,Apto perto da praia,Não identificado,apartamento,2,2.0,6,,,,3,5.0,5,False,False
20014261,Amplio apartamento en ubicación ideal,Meia Praia,outros,3,3.0,8,,,,7,4.289999961853027,4,False,False
52530322,"Excelente apto próximo ao mar, 2 quartos  ar cond.",Não identificado,apartamento,2,2.0,6,450.0,480.521582733813,139.0,11,4.909999847412109,4,False,False
45002455,"Ótimo apartamento, bem localizado, 30m da praia!!",Não identificado,apartamento,2,2.0,5,250.0,432.5438596491228,57.0,52,4.650000095367432,4,False,False
37487828,Meia Praia-Itapema/SC Ap 3 Dormitórios Completo,Meia Praia,apartamento,3,2.0,8,380.0,467.359649122807,114.0,96,4.980000019073486,4,True,False
560128678283668498,ARTAMENTO DE 3 SUITES COM 2 VAGAS DE GARAGEM,Meia Praia,apartamento,3,4.0,8,,,,14,5.0,5,False,False
1121118876733525321,Apartamento 4 Suítes Vista Mar Itapema,Não identificado,apartamento,4,4.0,15,,,,1,5.0,5,False,False
52214716,Vista Mar encantador até 11 hóspedes 204 Tela,Não identificado,apartamento,4,3.0,11,1657.0,1532.8308190954774,199.0,7,5.0,5,False,True
996293079045974004,(SC) Apartamento em Meia Praia,Meia Praia,apartamento,3,3.0,8,,,,5,5.0,5,False,False
977653453697214511,Apartamento em Itapema!,Não identificado,apartamento,3,2.0,6,,,,1,5.0,5,False,False
53904296,Apartamento Itapema 2 quartos com 2 vagas e 3 Ar,Morretes,apartamento,2,2.0,6,,,,14,5.0,5,False,False
552771331403575384,Férias no coração de Meia Praia,Meia Praia,apartamento,2,2.0,5,,,,11,4.639999866485596,4,False,False
1125970477826966385,"Apto confortável a 5 min da praia, Itapema JZZ702",Meia Praia,apartamento,2,2.0,4,575.0,634.6628350574713,174.0,10,4.599999904632568,4,False,True
799207818293090675,Itapema sc Fevereiro Mês Ideal para curtir a praia,Não identificado,apartamento,2,2.0,6,,,,0,,0,False,False
1283530072752672965,Conexão com a natureza,Não identificado,casa,2,1.0,4,,,,0,,0,False,False
48145255,Amplo apartamento no coração de Meia Praia,Meia Praia,apartamento,4,3.0,8,,,,8,4.75,4,False,False
1053425333694349352,Casa Sol e Mar,Não identificado,casa,1,1.0,4,185.0,195.72916666666666,48.0,22,5.0,5,True,False
1312442053889876195,Sobrado em Itapema,Não identificado,apartamento,2,1.0,5,,,,0,,0,False,False
1024067179174522246,Loft Container Praiamar 01,Meia Praia,casa,1,1.0,2,200.0,215.5504762857143,70.0,14,5.0,5,True,False
1134157206541148942,Apartamento Meia Praia,Meia Praia,apartamento,3,2.0,6,,,,1,5.0,5,False,False
51023939,Apartamento a 200 metros do mar,Não identificado,apartamento,2,2.0,5,,,,5,4.800000190734863,4,False,False
22901902,"Lindo apto à 30m do mar, em Meia Praia",Meia Praia,apartamento,3,2.0,6,700.0,721.0091042016807,238.0,29,4.929999828338623,4,False,False
1321642761318234538,180m da Praia | Vista para o Mar | Itapema,Meia Praia,apartamento,3,3.0,6,,,,1,5.0,5,False,True
986245345084467584,"Apto p ate 8 pessoas Meia Praia, 2 garagens, wi fi",Meia Praia,apartamento,3,3.0,8,800.0,866.7727272727273,231.0,8,5.0,5,True,False
1161796266594364332,"Stúdio B - VIP c/cozinha Vista Mar, 1 min Pé Areia",Centro,apartamento,1,1.0,2,450.0,460.5263157894737,38.0,21,5.0,5,True,False
1056026073236053549,"casa com piscina, 5 min da praia",Centro,casa,2,1.0,6,,,,2,5.0,5,False,False
1282728206199802019,Apartamento em Meia - Praia,Não identificado,apartamento,2,2.0,8,,,,0,,0,False,False
1220219125770707254,"Rosa 801B, Conforto e vista mar!",Meia Praia,apartamento,3,2.0,6,,,,1,5.0,5,False,True
1311544699481300377,Apartamento 250 metros do mar,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
1182028381058524086,Apto aconchegante c/ vista mar em Itapema MHF1303,Centro,apartamento,1,1.0,4,598.75,608.5751176056339,142.0,12,5.0,5,False,True
16177778,APARTAMENTO LUXUOSO com 3 Suítes,Meia Praia,apartamento,3,3.0,8,810.0,757.701724137931,232.0,9,5.0,5,True,False
1234084273027568746,Stúdio Charmoso com Vista Mar! - MHFA1306,Centro,apartamento,1,1.0,3,376.0,399.98726875,144.0,13,4.769999980926514,4,False,True
22322959,Melhor localização de Meia-praia SC,Não identificado,apartamento,3,3.0,8,,,,12,5.0,5,False,False
15523493,Apartamento Vista Mar - 1 minuto da praia,Não identificado,apartamento,3,2.0,8,800.0,671.5625,148.0,96,4.960000038146973,4,True,False
41790103,"Suíte de casal com Vista Mar, em Meia Praia/SC",Meia Praia,outros,1,1.0,2,,,,3,5.0,5,False,False
1305305832378400323,Apto para Temporada – Meia Praia,Meia Praia,apartamento,2,2.0,5,,,,1,4.0,4,False,False
1039107969139777241,La Belle 204B - Apto no centro Ref 1127,Centro,apartamento,2,2.0,6,,,,0,,0,False,False
716703779507124462,Apartamento quadra mar com vista maravilhosa,Meia Praia,apartamento,2,2.0,6,790.0,766.8055555555555,72.0,10,4.800000190734863,4,True,True
674574208902012105,Santa Maria no Russi Russi Meia Praia 2 garagens,Meia Praia,apartamento,2,2.0,6,,,,5,4.599999904632568,4,True,False
1320237323905564772,Casa em Itapema a 500 m da praia,Não identificado,casa,2,2.0,6,,,,0,,0,False,False
760638778072787581,800m da praia/2 suítes ar condicionado/8 hóspedes,Não identificado,apartamento,2,3.0,8,,,,1,4.0,4,False,False
47534961,Apartamento meia praia ótima localização,Meia Praia,apartamento,2,2.0,5,,,,2,5.0,5,False,False
676042169948059761,"Duplex 03 quartos, pé na areia e reformado!",Centro,apartamento,3,2.0,8,,,,5,5.0,5,False,False
38730549,Meia Praia Apto Refinado 3 suítes e 2 garagens,Meia Praia,apartamento,3,3.0,8,767.0,807.6088088082902,193.0,37,4.96999979019165,4,False,True
46327705,3 Suítes na quadra do mar!,Não identificado,apartamento,3,3.0,7,950.0,1014.2027783333334,120.0,6,5.0,5,False,False
45260461,Apartamento veraneio e  temporada Meia Praia-SC,Meia Praia,apartamento,3,0.0,8,,,,2,5.0,5,False,False
1048785577617228176,"3 suítes, conforto beira mar",Meia Praia,apartamento,3,3.0,6,,,,0,,0,False,False
1226856286781952840,Apto charmoso vista mar em Itapema MHF1402,Centro,apartamento,2,1.0,5,729.5,720.3633177570093,214.0,12,4.579999923706055,4,False,True
1307358878486156704,Apartamento Rua 268,Não identificado,apartamento,2,2.0,4,,,,0,,0,False,False
730437501239201082,"Apartamento em Itapema SC, meia praia",Meia Praia,apartamento,3,2.0,8,774.0,686.4514432,225.0,11,4.820000171661377,4,True,False
48150450,CASA PARA TEMPORADA,Não identificado,casa,3,0.0,11,,,,0,,0,False,False
1035628196408986358,Apto lindo Beira-Mar e com Churrasqueira RSL0502,Centro,apartamento,3,2.0,6,941.0,1025.3398686274509,102.0,4,5.0,5,False,True
35506843,Apartamento Frente Mar em Itapema-SC REF 430,Não identificado,apartamento,2,1.0,6,,,,0,,0,False,False
957349094500016515,lindo e espaçoso apto itapema,Não identificado,apartamento,2,2.0,6,699.0,677.6940639269407,219.0,11,4.909999847412109,4,True,False
1104976765484255707,Apartamento a 25 metros da praia,Meia Praia,apartamento,3,2.0,8,,,,6,5.0,5,False,False
53914255,Apartamento 2 suítes Meia Praia,Meia Praia,apartamento,2,2.0,5,390.0,574.5467833333333,114.0,8,5.0,5,True,True
1055163452693752832,Vista Privilegiada da Queima de Fogos,Não identificado,apartamento,2,2.0,4,500.0,557.5115606936416,173.0,16,4.940000057220459,4,True,False
981794745903466594,Alto Padrão/ 2 quadras da Praia,Meia Praia,apartamento,3,3.0,6,,,,0,,0,False,False
1317704079987487935,Kitnet Meia praia,Meia Praia,casa,1,1.0,3,,,,0,,0,False,False
576683946972734575,Apartamento amplo e completo pertinho do mar.,Não identificado,apartamento,3,2.0,8,,,,1,5.0,5,False,False
45435621,Cobertura duplex com SPA - vista privilegiada,Não identificado,apartamento,5,5.0,10,,,,5,4.400000095367432,4,False,False
1303841272149852162,Apartamento amplo próximo ao mar,Não identificado,apartamento,3,3.0,8,,,,0,,0,False,False
1274725970776707713,Quarto individual 50m da praia,Não identificado,outros,0,1.0,2,,,,1,5.0,5,False,False
1237787505353689867,Apartamento Meia Praia,Meia Praia,outros,2,3.0,4,,,,0,,0,False,False
53188113,"Duplex c/Piscina Cobert.Retrátil,Spa, 4suit.3vagas",Meia Praia,apartamento,4,3.0,8,,,,4,5.0,5,False,False
1122097984724843177,Apto 200 metros do mar em Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,1,5.0,5,False,False
1294083265290183087,Charmoso Apt há 150mts da praia.,Não identificado,apartamento,2,2.0,6,,,,1,5.0,5,True,False
1046947641852323449,Excelente Apto Para Temporada!,Centro,apartamento,2,2.0,5,,,,0,,0,False,False
1290655314948554194,Apto 3 suítes 50 metros do mar,Não identificado,apartamento,3,3.0,10,,,,0,,0,True,False
31454750,Apto  50 m da praia de Itapema,Centro,apartamento,2,2.0,4,479.0,544.4661016949152,59.0,38,4.949999809265137,4,True,False
1297930390704189766,Lindo Estúdio c/ Piscina em Itapema IFT1405,Não identificado,apartamento,1,1.0,2,545.0,596.7044717073171,205.0,6,5.0,5,False,True
798366093737390500,"Quadra Mar na Rua 251, com 2 vagas de garagem!",Não identificado,apartamento,3,2.0,8,,,,3,4.670000076293945,4,True,False
675242237586865339,Dom Basílio perto do Mar Meia Praia Aconchegante,Meia Praia,apartamento,2,2.0,6,465.0,482.55752964467,197.0,6,5.0,5,True,False
31971404,Casa para 10 pessoas na quadra do mar.,Não identificado,casa,4,2.0,10,,,,7,5.0,5,False,False
985757801553012255,Apartamento novo em Meia Praia,Meia Praia,apartamento,3,4.0,9,,,,3,5.0,5,False,False
39024482,"5 Suítes, Centro Meia Praia, Rua McDonalds 20m Mar",Meia Praia,apartamento,5,5.0,12,,,,0,,0,False,False
40583828,Belíssimo apartamento em meia praia,Meia Praia,apartamento,0,2.0,5,,,,5,5.0,5,False,False
558719049557411759,Apartamento Itapema,Não identificado,apartamento,3,2.0,7,,,,0,,0,False,False
1083633025910461931,Apartamento aconchegante & funcional,Meia Praia,apartamento,0,1.0,4,310.0,314.1304347826087,46.0,13,4.849999904632568,4,True,False
1057222458172567781,Apartamento em meia praia- hotel,Meia Praia,hotel,1,1.0,3,,,,0,,0,False,False
1248621643570122645,Apê 3 quartos próx. ao Russi/Mar,Não identificado,apartamento,3,2.0,9,,,,0,,0,False,False
1289077469312907283,Cabana rústica em Itapema,Não identificado,outros,2,1.0,2,,,,1,5.0,5,False,False
1310090738538206669,Conforto e Praticidade Ref.1420,Não identificado,apartamento,2,1.0,6,,,,0,,0,False,False
1284893098577004696,Casa (inteira) até 30 hóspedes ar todos os quartos,Meia Praia,casa,5,2.0,16,,,,2,5.0,5,True,
41082289,Aconchego e tranquilidade para seu laser.,Meia Praia,casa,3,3.0,12,,,,28,4.960000038146973,4,False,False
1048469765267504827,Casa Itapema Meia Praia Morretes,Meia Praia,casa,3,1.0,7,,,,0,,0,False,False
783176147049485295,Excelente Apartamento no Centro!,Centro,apartamento,4,3.0,11,,,,0,,0,False,True
1305978523883110707,Apartamento 3 Suítes Vista Mar,Não identificado,apartamento,3,3.0,6,,,,0,,0,True,True
22682127,PISCINA * 14 PESSOAS * AR * WIFI (agata),Não identificado,casa,3,2.0,16,,,,7,4.429999828338623,4,False,False
22810332,Loft 1 quarto beira mar,Não identificado,apartamento,1,1.0,2,480.0,480.0464285714286,168.0,31,4.769999980926514,4,False,False
1322703402005159802,Apto Meia Praia,Meia Praia,apartamento,2,1.0,5,,,,0,,0,False,
31169655,"Apto 902 meia praia, localização e limpeza TOP",Meia Praia,apartamento,2,2.0,6,375.0,404.71923076923076,65.0,27,5.0,5,False,False
35934720,Ótimo apartamento de 2 quartos no Canto da Praia,Centro,apartamento,2,1.0,4,500.0,500.0,10.0,14,4.929999828338623,4,False,False
1231082100384078450,"Alto padrão, 3 suites, 3 vagas, sacada c/ churrasq",Não identificado,apartamento,3,3.0,8,,,,5,5.0,5,True,False
1289225384262190911,Quarto hotel Red 2 frente mar 3 pessoas,Não identificado,hotel,1,1.0,3,,,,0,,0,False,False
48941838,Quadra Mar Itapema,Não identificado,apartamento,2,2.0,6,370.0,410.51724137931035,116.0,25,4.480000019073486,4,False,False
40429589,3 Dormitórios Frente Mar - Meia Praia - Itapema/SC,Meia Praia,apartamento,3,2.0,8,,,,0,,0,False,False
565022702671968934,Casa na Meia Praia próximo a praia e shoppings,Meia Praia,casa,3,2.0,13,,,,3,5.0,5,True,False
51583825,Apartamento 102,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
997720726898572990,Lindo apartamento em Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,6,5.0,5,False,False
44554623,"Apartamento central perto do mar, meia praia",Meia Praia,apartamento,2,2.0,5,,,,0,,0,False,False
46598066,"Apto. Frente Mar Itapema, Praia Central!",Não identificado,apartamento,2,2.0,6,1000.0,1052.6912442396313,217.0,18,5.0,5,True,False
990551042161332765,Ótima casa para final do ano!,Não identificado,casa,3,3.0,10,,,,0,,0,False,False
664454396350780979,Apartamento aconchegante e bem localizado.,Não identificado,apartamento,3,2.0,8,,,,2,5.0,5,False,False
50493874,"Lindo, luxuoso e amplo apartamento a 200m da praia",Tabuleiro,apartamento,4,4.0,9,,,,3,5.0,5,False,False
1167553427166603926,Apto 3 quartos sendo uma suíte com churasqueira,Não identificado,apartamento,3,2.0,6,,,,0,,0,False,False
1074770986427430541,Alugo Apartamento Meia Praia. Natal e Ano Novo.,Meia Praia,apartamento,3,4.0,6,,,,0,,0,False,
45923984,Apartamento completo no centro de Itapema,Centro,apartamento,3,3.0,8,300.0,344.44202898550725,69.0,35,4.940000057220459,4,False,False
956604432039220915,Belo apartamento em Meia Praia,Meia Praia,apartamento,3,3.0,7,,,,1,5.0,5,False,False
995676380390590060,"Vila dos pássaros, Quarto 04",Não identificado,outros,1,2.0,6,,,,0,,0,False,False
27338000,Apartamento Alto Padrão Próximo a Praia,Não identificado,apartamento,5,6.0,10,,,,2,5.0,5,False,False
47712788,Apartamento à 100 mts do mar,Meia Praia,apartamento,3,2.0,9,,,,3,4.670000076293945,4,False,False
1051607598322255002,Casa Frente Temporada com 3 quartos,Meia Praia,casa,3,2.0,5,,,,3,4.329999923706055,4,False,False
1267962646968311018,Apartamento em Meia Praia 10 pessoas,Meia Praia,apartamento,3,1.0,10,,,,6,5.0,5,False,False
1310775099463005440,Kit 3 pessoas Itapema Beach,Não identificado,casa,1,1.0,3,,,,0,,0,False,False
46372862,"Aconchego pé na areia  
PierHardRock
Area nobre",Não identificado,apartamento,2,1.0,8,518.0,425.2925675675676,74.0,10,4.900000095367432,4,False,False
29484679,"Itapema Centro
40m do mar
Sacada c/ Churrasq
Wi-fi",Centro,apartamento,3,2.0,9,,,,2,3.5,3,False,False
1111132089439811745,"Alto Padrão Novo, Frente Avenida Nereu",Não identificado,apartamento,3,2.0,10,,,,0,,0,False,True
40112253,Meia Praia.Finamente Mobiliado,Meia Praia,apartamento,3,3.0,10,,,,22,5.0,5,False,False
1051619621188294429,2 Suítes Ótima Localização - Meia Praia,Meia Praia,apartamento,2,2.0,7,,,,3,5.0,5,False,False
