airbnb_listing_id,ad_name,bairro,listing_type,number_of_bedrooms,number_of_bathrooms,number_of_guests,adr_mediano,adr_medio,n_diarias_observadas,number_of_reviews,star_rating,guest_satisfaction_overall,is_superhost,is_professional
1273371214479475254,Linda casa com piscina,Não identificado,casa,3,4.0,10,,,,0,,0,False,False
40910065,"Lindo, completo e amplo apto para locação",Meia Praia,apartamento,0,1.0,8,650.0,604.7113636363637,88.0,10,5.0,5,False,False
774060818755528184,Apartamento Praia,Não identificado,apartamento,3,2.0,6,,,,1,5.0,5,False,False
777658866189629109,Quadra do Mar Meia Praia,Meia Praia,apartamento,2,2.0,5,,,,9,5.0,5,False,False
1081242440625947235,Apto confortável a 70m do mar,Não identificado,apartamento,3,3.0,10,,,,1,5.0,5,False,False
1298159312080141485,De frente pra Praia e no Centro - Rua 263 - 301,Centro,apartamento,3,3.0,10,,,,0,,0,False,True
1234854942843643576,Apto a 20m do mar em Meia praia,Meia Praia,apartamento,5,6.0,15,,,,0,,0,False,False
45910560,Apto confortável e de frente para mar de Itapema,Não identificado,apartamento,4,5.0,9,,,,0,,0,False,False
1290710956551561929,Apto Centro Itapema,Centro,apartamento,2,1.0,9,,,,0,,0,True,False
1294828688904090711,Aluguel Itapema,Não identificado,casa,2,1.0,4,,,,2,5.0,5,False,False
54055912,Excelente Apartamento Frente Mar,Não identificado,apartamento,3,2.0,6,,,,1,5.0,5,True,False
618150693526656201,Apto Itapema com churrasqueira e sacada,Não identificado,apartamento,2,2.0,6,249.0,300.1666666666667,48.0,28,4.860000133514404,4,True,False
1314490210747015838,Apartamento Itapema meia praia,Meia Praia,apartamento,3,3.0,6,,,,0,,0,False,False
52346232,Vista para o mar - Apto de 3 Dormitórios no coração da Meia Praia,Meia Praia,apartamento,3,2.0,8,890.0,763.9527027027027,148.0,47,4.769999980926514,4,False,True
963042790535185786,Lateral Mar Meia Praia Itapema,Meia Praia,apartamento,3,2.0,8,,,,0,,0,False,False
52631337,"Apartamento quadra mar....Ed Lumiere.
Ideal para Família e amigos.",Não identificado,apartamento,3,4.0,10,,,,0,,0,False,False
1322561950499910054,"Suíte em Itapema - SC
Habitación Itapema",Meia Praia,outros,1,1.0,2,,,,1,5.0,5,False,False
1309698166479736430,"andar de cima, da casa.",Não identificado,casa,4,2.0,8,,,,1,4.0,4,False,False
986565062867231257,"quarto privativo/apto compart, 250mts da praia.",Não identificado,outros,1,1.0,2,230.0,239.26966292134833,89.0,23,4.78000020980835,4,False,False
1318447214795137369,Paraíso Clássico Moderno com Vista Mar,Meia Praia,apartamento,3,3.0,6,,,,1,5.0,5,True,False
1260168365000200268,"8 minutos da praia, com área de lazer completa",Não identificado,apartamento,2,2.0,4,,,,1,5.0,5,True,False
1282139756826405251,Apartamento Pé na Areia!,Não identificado,apartamento,3,3.0,8,,,,1,5.0,5,False,False
1028404798591603585,3 quartos com terraço Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,4,5.0,5,True,False
1067501516559338603,Cobertura na quadra do mar,Não identificado,apartamento,4,3.0,10,,,,10,4.800000190734863,4,False,False
46451253,Apartamento na quadra Praia e calçadão. Meia praia,Meia Praia,apartamento,3,2.0,7,440.0,595.7983870967741,186.0,10,5.0,5,False,False
1322346605725910804,Apartamento em Itapema 3 quartos,Não identificado,apartamento,3,2.0,8,,,,1,5.0,5,False,False
1242955426145195603,Apartamento à 350m da praia,Não identificado,apartamento,2,2.0,4,,,,2,5.0,5,False,False
1258216896430964871,Home 567,Centro,outros,2,1.0,2,,,,1,5.0,5,False,False
969069474772479332,Apartamento confortável no centro de Meia Praia SC,Meia Praia,apartamento,3,2.0,8,,,,1,5.0,5,True,False
1323423731358115676,Apartamento em Meia Praia,Meia Praia,apartamento,2,2.0,6,,,,0,,0,False,False
686743101124580615,Quadra mar 3 suítes Meia praia temporada (AL134),Meia Praia,apartamento,3,4.0,8,648.0,818.2037037037037,27.0,6,5.0,5,True,False
47387605,Apartamento Meia Praia - 50 m do mar,Meia Praia,apartamento,3,3.0,8,,,,3,5.0,5,False,False
1320506628179287069,Apartamento Itapema temporada perto praia,Não identificado,apartamento,2,3.0,4,,,,0,,0,False,False
1306687681362059790,Lindo apartamento com vista mar,Não identificado,apartamento,3,3.0,6,,,,0,,0,False,False
15449593,Apto NOVO em MEIA PRAIA,Meia Praia,apartamento,2,2.0,6,,,,3,5.0,5,False,False
984162262021333882,"Sol e Mar, lindo apartamento!",Não identificado,apartamento,2,2.0,4,,,,3,5.0,5,False,False
783535222371747130,Apartamento com linda vista mar,Não identificado,apartamento,2,2.0,6,,,,1,5.0,5,False,False
44369632,03 -  Excelente Localização! 20 metros da praia!,Centro,apartamento,3,2.0,8,705.0,723.0,15.0,44,4.889999866485596,4,True,False
1211548624462491441,"Apto pé na areia, completo.",Não identificado,apartamento,2,2.0,6,,,,2,5.0,5,False,False
771111761043546355,Lindo Apartamento Quadra Mar,Centro,apartamento,2,1.0,6,557.0,598.4191919191919,198.0,18,4.940000057220459,4,False,False
1257301192999660879,Itapema 282,Não identificado,apartamento,3,2.0,8,,,,1,5.0,5,True,False
1057161824486456028,Apto Simples c/ sacada 02 Dormi,Não identificado,apartamento,2,2.0,6,,,,0,,0,False,False
31427838,Casa em Meia Praia-Itapema-SC (Alta/Baixa temp.),Meia Praia,casa,3,2.0,8,,,,58,4.909999847412109,4,True,False
1187558666042801587,Apto confortável 150m do mar em Meia Praia RCB405,Meia Praia,apartamento,3,2.0,6,564.0,648.9082840236687,169.0,7,5.0,5,False,True
39742353,"3 Dormitórios, 2 Vagas, Meia Praia, Itapema - SC",Meia Praia,apartamento,3,2.0,8,,,,1,4.0,4,False,False
1284129114802328397,2 suítes com churrasqueira,Não identificado,apartamento,2,3.0,4,,,,3,5.0,5,False,False
47370539,Cobertura pé na areia em Itapema Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,3,5.0,5,False,False
16730935,Suíte em Meia Praia - Itapema/SC,Meia Praia,outros,1,1.0,2,250.0,250.0,89.0,22,5.0,5,False,False
1225568795560230867,Rua 250 Meia Praia 180m do Mar,Meia Praia,apartamento,0,1.0,8,,,,0,,0,False,False
1010140406140977818,Quarto Solteiro na Meia Praia,Meia Praia,outros,1,1.0,2,,,,1,5.0,5,False,False
41703278,3 suítes alto padrão a 50 m do mar - Praia central,Não identificado,apartamento,3,3.0,7,,,,5,4.599999904632568,4,False,True
826789821972806468,Apartamento em Meia Praia,Meia Praia,apartamento,3,3.0,5,,,,0,,0,False,False
613128893836820705,Apartamento. A mtrs do Mar Meia Praia verao 2023,Meia Praia,outros,2,2.0,2,,,,0,,0,False,False
1317505783661437142,Luxo e conforto em Meia Praia,Meia Praia,apartamento,3,3.0,8,,,,1,5.0,5,False,False
32640607,Apartamento lindo em Itapema.,Não identificado,apartamento,2,1.0,6,,,,6,4.829999923706055,4,False,False
29897264,Apto em Meia Praia Itapema/SC  há 70 metros do mar,Meia Praia,apartamento,3,2.0,6,,,,0,,0,False,False
52426754,"Casa agradável, 200 metros da praia.",Meia Praia,casa,3,2.0,6,,,,21,4.949999809265137,4,False,False
676769560370165887,Apartamento encantador quadra mar Meia Praia,Meia Praia,apartamento,2,2.0,6,,,,3,5.0,5,False,False
45928238,Alugo apartamento novo em Itapema.,Não identificado,apartamento,2,3.0,5,,,,8,5.0,5,False,False
53190433,Frente Mar Itapema,Centro,apartamento,3,2.0,8,800.0,794.7368421052631,76.0,20,4.699999809265137,4,False,False
1011714999685071594,"Prédio Beira Mar, vaga de garagem, A/C e Wi-Fi!",Centro,apartamento,3,2.0,6,557.0,556.5263157894736,57.0,6,5.0,5,True,True
1314371507074480350,(270) Duplex compartilhado com proprietário,Não identificado,outros,1,0.0,3,,,,0,,0,True,True
26839303,Apartamento  a 30 metros do mar de Meia Praia,Meia Praia,apartamento,2,2.0,8,800.0,762.5758395348837,129.0,29,4.860000133514404,4,True,False
1322470046665746144,Casa em Itapema,Não identificado,casa,2,1.0,5,,,,0,,0,False,False
1186293533585362679,"Garden, Churrasqueira e 2 Vagas Garagem Meia Praia",Meia Praia,apartamento,3,3.0,8,,,,13,4.849999904632568,4,True,True
1041429073806880783,Pe Na Areia,Não identificado,apartamento,3,3.0,7,,,,0,,0,False,False
53252171,sobrado agradável próximo de tudo,Não identificado,casa,1,2.0,4,,,,0,,0,False,False
1060919690197765692,Apartamento 3 suítes,Não identificado,apartamento,3,3.0,6,,,,0,,0,False,False
52517585,ITAPEMA - Meia Praia,Meia Praia,apartamento,2,2.0,8,,,,0,,0,True,False
1282087116272475077,VA Confortável ap 900 m da praia AC todos cômodos,Não identificado,apartamento,2,1.0,5,,,,1,5.0,5,True,True
50976657,Cobertura a 150mt do mar. Meia Praia Itapema,Meia Praia,apartamento,4,3.0,12,,,,4,4.75,4,False,False
1237000937439714111,Apartamento Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,1,5.0,5,False,False
1041944788019193143,Quadra Mar Meia Praia Itapema,Meia Praia,apartamento,3,4.0,8,,,,0,,0,False,False
1321693375598269627,playmilla quarto Itapema,Não identificado,outros,1,0.0,2,,,,0,,0,False,False
852046515625649276,Apartamento Frente Mar Itapema. Ref. 1143,Centro,apartamento,2,2.0,5,,,,0,,0,False,False
1279869079785736400,Kitnet em Itapema - Preço baixo,Morretes,casa,1,1.0,5,,,,0,,0,True,False
1060022326239750129,Casa confortável 300 metros da praia,Não identificado,casa,3,2.0,6,,,,0,,0,True,False
927426982999320086,1703 apto quadra mar em meia praia,Meia Praia,hotel,3,2.0,10,,,,0,,0,False,True
31441134,Apartamento duplex com piscina,Não identificado,apartamento,4,4.0,11,1500.0,1514.7666666666667,180.0,9,5.0,5,False,False
1304648120026910544,Apartamento com 4 suítes,Não identificado,apartamento,4,4.0,10,,,,0,,0,False,False
29128192,"Apto 70 m do mar, ótima localização de Itapema",Meia Praia,apartamento,3,2.0,6,,,,10,4.900000095367432,4,False,False
859925561562240250,Aluguel verão quadra mar 3 suíte *132,Meia Praia,apartamento,3,3.0,8,704.0,792.8275862068965,29.0,5,5.0,5,True,False
1016170146113022406,Quarto compartilhado pertinho do mar Itapema,Não identificado,outros,1,2.0,4,,,,1,5.0,5,False,False
17004598,Amplo apto com Terraço Privativo - 30 mts do Mar,Não identificado,apartamento,3,2.0,8,,,,12,5.0,5,False,False
31859744,"Apartamento com vista mar em Meia Praia, Itapema",Meia Praia,apartamento,2,3.0,6,500.0,506.83673469387753,196.0,22,5.0,5,False,False
52826190,Casa completa em Itapema/SC - Meia Praia,Meia Praia,casa,2,1.0,6,300.0,321.6885963157895,38.0,12,4.75,4,True,False
1053585584811665551,Cabana Flor do Mato - A natureza te abraça !,Não identificado,casa,0,0.0,2,,,,8,5.0,5,True,True
1004246858529207822,Apartamento muito aconchegante,Não identificado,apartamento,2,1.0,6,,,,1,4.0,4,True,False
1266845485089885459,Apartamento frente ao Mar!,Não identificado,apartamento,4,5.0,8,,,,0,,0,False,
1318089391331775687,Casa a 2km da Praia,Não identificado,casa,2,1.0,6,,,,0,,0,False,False
37118794,BEIRA MAR - APARTAMENTO 03 DORMITÓRIOS,Meia Praia,apartamento,3,2.0,6,1000.0,993.1920529801324,151.0,6,5.0,5,False,False
21436592,Apartamento - Meia Praia - 03 Suítes,Meia Praia,apartamento,3,3.0,9,490.0,528.8059701492538,67.0,18,4.71999979019165,4,False,False
1287074659587569490,Casa meia praia 600mts mar,Meia Praia,casa,3,2.0,9,,,,0,,0,False,False
1310264822884912762,Apartamento beira mar Itapema SC,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
1069752293248046144,Apartamento em itapema,Centro,apartamento,3,2.0,8,,,,2,5.0,5,False,False
1329787295308110610,Apto Vista Mar c/ Churrasqueira MHF1408,Centro,apartamento,2,1.0,5,935.0,935.0,71.0,0,,0,False,True
1059771355274004427,5 Minutos da Praia de Itapema,Não identificado,casa,2,2.0,8,,,,0,,0,False,
1031180495978725366,3 Suítes a 50 metros do Mar - AL110,Meia Praia,apartamento,3,3.0,8,,,,4,5.0,5,True,False
1288656593144142253,Itapema 293,Não identificado,apartamento,3,3.0,6,,,,0,,0,True,False
771807383213650539,Apto 4 suítes 3 vagas quadra mar,Meia Praia,apartamento,4,5.0,10,,,,0,,0,False,False
52348108,Meia Praia/SC - Apartamento com VISTA PRO MAR!!,Meia Praia,apartamento,2,2.0,6,400.0,553.4246575342465,73.0,25,4.760000228881836,4,False,False
1049252938343196470,"ap. segundo andar meia praia,",Meia Praia,apartamento,3,1.0,10,,,,2,5.0,5,True,False
794710559970994170,"Ap.Ensolarado!
 700m da praia ,check-out 16h !",Não identificado,apartamento,2,2.0,4,500.0,506.9054375886525,141.0,11,5.0,5,False,False
9471763,Prédio em frente ao mar :],Meia Praia,apartamento,2,2.0,4,,,,157,4.889999866485596,4,True,False
1308253688292379707,Peace on the beach.,Não identificado,outros,1,1.0,2,,,,0,,0,False,
1303003604588140707,Aconchegante Ap. em Meia Praia,Meia Praia,apartamento,2,2.0,6,,,,2,4.5,4,False,False
8239510,Pé na areia! Apto completo BEIRA MAR! ÁREA NOBRE,Não identificado,apartamento,3,3.0,6,,,,6,5.0,5,False,False
1005164324674982229,"Apto Vista Mar, 4 quartos 2 vagas",Meia Praia,apartamento,4,3.0,6,,,,1,5.0,5,False,False
28216289,"Apt 501 Luxo Frente Mar em Itapema SC 3 suítes,4ar",Não identificado,apartamento,3,3.0,8,,,,1,5.0,5,False,False
53124941,Apartamento à 80 metros da praia...com vista Mar!,Meia Praia,apartamento,3,2.0,8,,,,1,5.0,5,False,False
1031288144043810073,Apartamento novo no Morretes - 2 suítes - Itapema,Meia Praia,apartamento,2,2.0,4,,,,4,5.0,5,False,False
1066560801522010915,Quarto para 2 pessoas,Não identificado,outros,1,0.0,2,,,,1,5.0,5,False,False
31084342,"Lindo 4 Suítes, 1 quadra e meia do mar e3 garagens",Meia Praia,apartamento,4,4.0,12,800.0,814.1509433962265,53.0,5,5.0,5,False,False
22047595,"Cobertura Duplex pé na areia, 3 quartos Meia Praia",Meia Praia,apartamento,3,2.0,10,620.0,700.8376901960784,153.0,37,4.889999866485596,4,True,False
1173300984346827182,Majestic Itapema,Não identificado,apartamento,3,3.0,8,,,,0,,0,False,False
1236175341590201699,"Férias  conforto e bem estar,
2 dorm sendo 1 suíte",Não identificado,apartamento,2,2.0,6,,,,1,5.0,5,False,False
964387515572774783,Apto Vista Mar e Ar condicionado,Não identificado,apartamento,2,2.0,4,,,,12,4.75,4,True,False
32552871,Uma estadia feliz,Não identificado,apartamento,3,2.0,8,,,,1,4.0,4,False,False
1057137469420115073,Apto excelente e luxuoso a 400m da praia DBR0805,Meia Praia,apartamento,2,2.0,6,575.0,720.0122282608696,184.0,28,4.960000038146973,4,False,True
805931746930977423,Cobertura Duplex - Piscina Privativa - 100 do MAR!,Não identificado,apartamento,3,3.0,10,,,,9,4.889999866485596,4,False,False
755046728170332800,Cobertura aconchegante a menos de 100 m da praia,Não identificado,apartamento,3,2.0,10,,,,2,4.0,4,False,False
883930877150990341,Suíte em apto compartilhado,Meia Praia,outros,1,1.0,3,109.0,109.0,5.0,26,4.960000038146973,4,True,False
1282082825192778625,Apartamento completo em Itapema,Não identificado,apartamento,2,2.0,5,,,,0,,0,False,False
1284886308350762835,Apartamento Itapema BLPB,Não identificado,apartamento,3,2.0,6,,,,0,,0,False,False
822407242041109663,lindo ap itapema para.ferias,Não identificado,apartamento,2,2.0,6,,,,2,5.0,5,False,False
1218223664268792610,3 Suítes no Centro da Meia Praia,Meia Praia,apartamento,3,3.0,6,,,,0,,0,False,True
781419662620839834,Apartamento encantador com vista para o mar,Não identificado,apartamento,2,1.0,4,,,,4,3.0,3,False,False
1302893810172527030,Suíte a 170 metros da praia,Não identificado,outros,1,1.0,4,,,,0,,0,False,False
40289385,chacara em cidade de praia,Centro,casa,12,13.0,16,,,,15,4.670000076293945,4,False,False
1286849144880860521,Apartamento a 250 metros do mar,Meia Praia,apartamento,3,2.0,8,,,,2,5.0,5,False,False
816133717795107883,apartamento quadra mar,Não identificado,apartamento,3,3.0,6,,,,1,5.0,5,False,False
1309735537588066969,Ap próximo à praia primeira 1av,Não identificado,apartamento,2,2.0,5,,,,0,,0,False,False
1189332946247734534,Apartamento Meia Praia,Meia Praia,apartamento,3,2.0,6,,,,0,,0,False,False
17034886,Localização Incrível na Praia de Meia Praia!!!!!!!,Meia Praia,casa,2,2.0,16,446.0,832.75,46.0,29,4.760000228881836,4,False,False
1063631850360870442,Apartamento com vista da Praia Ref 1245,Centro,apartamento,3,3.0,8,,,,0,,0,False,False
1308750692678694887,Apto vista p/o mar melhor região,Não identificado,apartamento,3,2.0,6,,,,0,,0,False,False
1059617467133711457,Apto suíte + 2 á 400m da praia,Não identificado,apartamento,3,2.0,6,,,,4,5.0,5,False,False
815304864569530906,Excelente Casa em Itapema SC,Não identificado,casa,3,2.0,8,,,,0,,0,False,
54344715,"Casa de vó “tem
de tudo”",Não identificado,apartamento,2,2.0,4,,,,1,5.0,5,False,False
1057361282873491498,Apto centro de itapema. A1,Centro,apartamento,2,1.0,6,,,,0,,0,True,False
881204142086821328,150m mar em Meia Praia. Último andar 3 quartos.,Meia Praia,apartamento,3,2.0,7,550.0,584.21875,160.0,43,4.980000019073486,4,True,False
764595430991746598,Apartamento Itapema meia praia,Meia Praia,apartamento,3,1.0,7,,,,18,4.889999866485596,4,True,False
761359370805598508,Melhor custo-benefício a 200 metros da praia,Não identificado,apartamento,2,1.0,6,,,,0,,0,False,False
1022568413168693137,Melhor investimento perto do mar,Não identificado,apartamento,2,1.0,6,,,,3,4.670000076293945,4,False,False
1100991386372756521,Excelente apto. próximo do mar,Meia Praia,apartamento,2,2.0,8,800.0,826.0555555555555,252.0,12,5.0,5,True,False
1296646180963052154,Quarto 800mt da praia,Não identificado,outros,1,1.0,3,,,,2,5.0,5,False,False
1156353586623329135,Luxuoso e vista extraordinária c/ Heliponto,Não identificado,apartamento,4,5.0,10,,,,0,,0,False,False
1318155894441200282,Cobertura Duplex em Meia Praia,Meia Praia,apartamento,3,2.0,10,,,,0,,0,False,False
552104897649888373,Apartamento a menos de 100 metros da praia,Não identificado,apartamento,3,1.0,7,,,,0,,0,False,False
53936201,Apto em condomínio Pé na Areia em Itapema N1672,Não identificado,apartamento,3,2.0,6,725.5,772.4493460784314,102.0,34,4.760000228881836,4,False,True
1277624767934070213,Apto aconchegante na praia,Não identificado,apartamento,3,3.0,6,,,,1,5.0,5,False,False
38548630,Raridade! Ap recém reformado à beira-mar :),Não identificado,apartamento,3,2.0,6,,,,13,4.849999904632568,4,False,False
728052516779618527,Lindo apto 3 suítes próximo mar!,Meia Praia,apartamento,3,3.0,6,,,,0,,0,True,False
1258884444504804671,Infinity Tower Flat Meia Praia,Meia Praia,apartamento,1,1.0,4,,,,0,,0,False,False
739198477312738969,Alugo excelente e amplo apartamento em meia praia!,Meia Praia,apartamento,0,0.0,6,,,,2,5.0,5,False,False
1270459633014415142,Suíte Sol e Mar,Não identificado,outros,1,1.0,2,,,,11,5.0,5,True,False
755919144976286654,Apto Aconchegante 50 m do Mar.,Não identificado,apartamento,2,1.0,5,,,,5,3.5999999046325684,3,False,False
48142165,"Apto amplo a 170 mts da orla, vista lateral do mar",Não identificado,apartamento,3,2.0,6,,,,9,4.889999866485596,4,False,False
1171011645823000974,Ótimo apto quadra mar Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,0,,0,False,
1305688005825332133,Apartamento Frente Mar - Moderno,Não identificado,apartamento,2,2.0,6,,,,0,,0,False,
1272537775161574422,Apartamento 110m da Meia Preia - Itapema EPV204,Meia Praia,apartamento,2,2.0,4,495.0,566.3597122302158,139.0,7,4.710000038146973,4,False,True
32605581,"Casa de frente para o mar, MARAVILHOSO",Não identificado,casa,3,2.0,10,,,,0,,0,False,False
38695314,"Apartamento familiar alto padrão, luxo, 2 vg garag",Meia Praia,apartamento,3,3.0,9,600.0,629.8933333333333,150.0,62,4.849999904632568,4,True,False
1264669875935636914,Apt na Meia Praia a 4 min do mar,Meia Praia,apartamento,1,1.0,4,,,,2,4.5,4,False,False
1108135208144452030,"Praia família, Sol, Luar e Lazer",Não identificado,apartamento,2,1.0,5,,,,0,,0,False,False
39814682,"3 Suítes, Novo - 4 Vagas -  Meia Praia -Itapema/SC",Meia Praia,apartamento,3,3.0,8,,,,0,,0,False,False
1033866064868877388,Apt novo a 250 m da praia,Não identificado,apartamento,2,3.0,6,,,,0,,0,False,
1158058099432766385,"Quarto suíte,Meia Praia,garagem,500mt da Praia",Meia Praia,outros,1,0.0,2,,,,0,,0,False,False
927428621188028958,4094 Apto 4 quartos frente mar em Meia Praia,Meia Praia,apartamento,4,2.0,11,,,,0,,0,False,True
1321988636246787772,Apartamento Alto Padrão,Não identificado,apartamento,4,6.0,10,,,,0,,0,False,False
1041935826250801258,4 Suítes Vista Mar Meia Praia,Meia Praia,apartamento,4,5.0,8,,,,0,,0,False,False
1001535818359576230,Itapemense Raiz - Apto Tropical,Não identificado,apartamento,2,2.0,8,,,,5,5.0,5,True,False
995670124692789028,"Vila dos pássaros, Quarto 03",Não identificado,outros,1,1.0,6,,,,1,5.0,5,False,False
30564287,"Apto Meia Praia, próximo dos shoppings, quadra mar",Meia Praia,apartamento,3,2.0,9,,,,0,,0,False,False
1088514611356100982,Apê a 50 metros do Mar - Itapema - ITA001,Centro,apartamento,2,2.0,6,,,,1,5.0,5,True,True
52776168,3 suites 2 vagas na meia praia,Meia Praia,apartamento,3,2.0,7,,,,27,5.0,5,True,False
877369704935240972,"Casa com piscina, pertinho do Mar",Não identificado,casa,3,3.0,8,,,,4,4.5,4,False,False
54237040,Apartamento vista mar 200 metros da praia,Não identificado,apartamento,3,2.0,8,700.0,696.0707075757576,66.0,9,5.0,5,False,False
1049812703373748837,"Acomode-se com Estilo em Itapema, Perto de Tudo",Não identificado,apartamento,2,1.0,5,,,,2,5.0,5,True,False
1034050331755813941,Apartamento de frente para o mar,Não identificado,apartamento,3,2.0,10,,,,0,,0,False,
1048773939396362640,Loft  próximo ao centro itapema - Com AR,Centro,outros,1,1.0,3,,,,1,5.0,5,False,False
740566202542708128,Amplo apartamento com 2 vagas de garagem.,Não identificado,apartamento,4,4.0,10,,,,3,5.0,5,False,False
45266833,Pé na areia - Rua 275 2D com tela de proteção,Não identificado,apartamento,2,2.0,6,,,,16,4.940000057220459,4,False,False
1034873975277447845,Belo Apto a 5 min da Praia de Itapema IVT1301,Não identificado,apartamento,3,4.0,6,732.0,772.8783948148148,135.0,16,4.880000114440918,4,False,True
1248596862601348230,Itapema 300/604,Não identificado,apartamento,2,2.0,6,,,,0,,0,True,False
41457268,Aluguel de verão,Não identificado,casa,0,2.0,8,,,,0,,0,False,False
1004136807267956914,Apartamento Meia Praia 234,Meia Praia,apartamento,3,3.0,8,,,,2,4.5,4,False,False
1015838718497361753,Casa em Itapema perto do mar!,Não identificado,casa,2,1.0,8,,,,1,5.0,5,False,False
1279089582401296369,Apto 2 suítes + 2 demi-suítes,Não identificado,apartamento,4,3.0,10,,,,0,,0,True,False
1086114368658410156,4 suítes 2 vagas 30m da areia,Não identificado,apartamento,4,4.0,10,,,,0,,0,False,False
1281329818566296132,Casinha de Praia em Itapema,Não identificado,casa,1,1.0,4,,,,2,5.0,5,False,False
32717195,Apartamento localização privilegiada Meia Praia/Sc,Meia Praia,apartamento,2,2.0,6,,,,7,4.860000133514404,4,False,False
1266062577521926245,Ap com vista para o mar!,Canto da Praia,apartamento,2,3.0,4,,,,0,,0,False,False
45911573,Apartamento em Meia Praia,Meia Praia,apartamento,3,3.0,8,1100.0,1017.1358024691358,81.0,11,4.820000171661377,4,False,False
1303561207664284946,Apartamento próximo ao mar,Não identificado,apartamento,2,2.0,6,,,,0,,0,False,False
32606991,"Apt. Amplo a 200mt da praia. AR, Wi-fi, Netflix",Meia Praia,apartamento,3,3.0,8,550.83335,577.372340212766,188.0,22,4.769999980926514,4,False,False
1280006395961997304,casa(loft) ilhota Itapema SC,Ilhota,casa,2,1.0,5,,,,0,,0,False,False
48243472,"Frente Mar, vista deslumbrante em Itapema!.",Não identificado,apartamento,3,3.0,8,1414.3125,1369.8360225806452,124.0,49,5.0,5,True,False
40039627,Nilmare Apart Hotel - Suite Privativa c/ Cozinha 4,Não identificado,apartamento,1,1.0,3,323.0,337.2908577669903,206.0,504,4.840000152587891,4,True,True
885372132705223062,Suas férias na Meia Praia,Meia Praia,apartamento,3,3.0,10,,,,0,,0,False,False
715713871870273384,Apartamento amplo a 1 quadra  da praia a 120 m,Não identificado,apartamento,3,2.0,10,,,,1,5.0,5,False,False
1040763172222042178,Residencial Planalto,Não identificado,apartamento,2,2.0,6,,,,18,4.829999923706055,4,False,False
1291617546855693110,Apto 03 suites primeira locação,Não identificado,apartamento,3,3.0,6,,,,0,,0,False,False
46924699,Lindo e amplo apt Meia Praia para sua Família,Meia Praia,apartamento,3,2.0,8,,,,39,4.900000095367432,4,True,False
31972121,"Apartamento no centro de Meia Praia, com sacada.",Meia Praia,apartamento,2,1.0,5,350.0,344.06779661016947,59.0,11,4.639999866485596,4,False,False
53893648,Meia Praia- Quadra Mar,Meia Praia,apartamento,2,2.0,6,550.0,632.4890510948906,137.0,18,5.0,5,True,False
1014396911178096370,"Alto padrão e novo, a 3 minutos da praia",Não identificado,apartamento,3,3.0,8,,,,0,,0,False,False
53458717,Apto arejado com 03 quartos(1 suite) e duas vagas,Não identificado,apartamento,3,2.0,6,380.0,392.48177078125,128.0,11,5.0,5,True,False
1242002119123644781,Ap Luxo/ Vista Mar / Super Área de Lazer /4 Suites,Não identificado,apartamento,4,4.0,6,,,,0,,0,False,False
721754693718811881,Apartamento com Ótima localização na meia praia!,Meia Praia,apartamento,4,3.0,10,,,,0,,0,False,False
1126166296928293159,"Apartamento, espaçoso e aconchegante, 06 hospedes.",Não identificado,apartamento,2,2.0,6,,,,33,4.909999847412109,4,True,False
53175731,Apt aluguel Meia praia itapema pertinho do mar,Meia Praia,apartamento,3,2.0,7,1199.0,1083.1635218867925,265.0,7,5.0,5,False,False
52650644,Estrutura completa para seus dias na praia,Meia Praia,apartamento,3,2.0,7,600.0,680.8531746031746,126.0,12,4.920000076293945,4,False,False
972543924881751162,Lindo Apto em Itapema,Meia Praia,apartamento,2,1.0,5,,,,0,,0,False,False
1050641697385417050,Apto Centro de Itapema,Centro,apartamento,3,4.0,10,,,,3,4.329999923706055,4,False,False
29816615,"Casa 3 quartos, com muito espaço, ar cond. Wi-fi",Não identificado,casa,3,2.0,8,,,,1,5.0,5,False,False
1310948023336116283,Casa espaçosa!,Centro,casa,3,1.0,6,,,,0,,0,False,False
28932247,Sobrado na Meia Praia Itapema SC,Meia Praia,casa,3,2.0,9,450.0,495.75252525252523,99.0,25,4.920000076293945,4,False,False
40834982,"IMPERDÍVEL, aconchegante apt a 300m do mar.",Não identificado,apartamento,2,2.0,4,,,,5,5.0,5,False,False
791275721976210246,Apartamento em Meia Praia,Meia Praia,apartamento,2,2.0,9,,,,2,5.0,5,False,False
53280294,"Ap amplo frente mar lateral, super confortável",Meia Praia,apartamento,2,2.0,7,,,,4,4.75,4,False,False
742184034257552693,O + barato. Itapema apto 7 pessoas!,Centro,apartamento,2,2.0,7,,,,2,5.0,5,False,False
31505119,Apartamento em Meia Praia/SC a 100 metros do mar!,Meia Praia,apartamento,2,2.0,10,,,,14,4.139999866485596,4,False,False
1162356825585869936,Locação anual Itapema,Meia Praia,apartamento,3,4.0,6,,,,0,,0,False,False
1208718899534488031,Studio moderno vista mar em Itapema MHFA0507,Centro,apartamento,1,1.0,2,427.0,435.0926757847534,223.0,5,4.800000190734863,4,False,True
